latitude,longitude,state_name,district,taluka_name,sowing_period,year,crop_name,ndvi_capture_period,ndvi_value,location,ndvi_capture_date,interval_range,sowing_year,sowing_date,harvest_year,harvest_period
24.7178766,79.4908762999999,Madhya Pradesh,CHHATARPUR,,nov_1f,,Mustard,jan_1f,187.0,,,,2022,,2023,mar_1f
26.2973087499999,78.29136807,Madhya Pradesh,GWALIOR,,nov_1f,,Mustard,jan_1f,178.0,,,,2022,,2023,mar_1f
26.0438736999999,78.0827900999999,Madhya Pradesh,GWALIOR,,nov_1f,,Mustard,jan_1f,179.0,,,,2022,,2023,mar_1f
26.34947096,77.6650910399999,Madhya Pradesh,MORENA,,oct_2f,,Mustard,jan_1f,180.0,,,,2022,,2023,mar_1f
26.32352403,77.81312538,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,184.0,,,,2022,,2023,mar_1f
26.2475022,78.9186377999999,Madhya Pradesh,BHIND,,nov_1f,,Mustard,jan_1f,163.0,,,,2022,,2023,mar_1f
26.4207505599999,77.87840952,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,174.0,,,,2022,,2023,mar_1f
26.2563816999999,78.9873381999999,Madhya Pradesh,BHIND,,nov_1f,,Mustard,jan_1f,164.0,,,,2022,,2023,mar_1f
26.5948372,78.6373107999999,Madhya Pradesh,BHIND,,oct_2f,,Mustard,jan_1f,170.5,,,,2022,,2023,mar_1f
26.5570720999999,78.6638085999999,Madhya Pradesh,BHIND,,nov_1f,,Mustard,jan_1f,179.5,,,,2022,,2023,mar_1f
26.5569935,78.6638515,Madhya Pradesh,BHIND,,nov_1f,,Mustard,jan_1f,179.5,,,,2022,,2023,mar_1f
26.36117472,77.92716428,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,170.0,,,,2022,,2023,mar_1f
26.41330289,77.69666209,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,171.0,,,,2022,,2023,mar_1f
25.0292141999999,79.0380937,Madhya Pradesh,TIKAMGARH,,nov_1f,,Mustard,jan_1f,177.0,,,,2022,,2023,mar_1f
25.2744484,78.1489598999999,Madhya Pradesh,SHIVPURI,,nov_1f,,Mustard,jan_1f,181.0,,,,2022,,2023,mar_1f
26.5215172999999,78.6101289,Madhya Pradesh,BHIND,,nov_1f,,Mustard,jan_1f,179.0,,,,2022,,2023,mar_1f
26.64955939,78.2549980099999,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,179.0,,,,2022,,2023,mar_1f
26.4136859999999,77.8607999,Madhya Pradesh,MORENA,,nov_1f,,Mustard,jan_1f,171.0,,,,2022,,2023,mar_1f
